교육청코드,학교코드,학교명,급식일자,식사명,급식식단
B10,7010057,가락고등학교,20250519,중식,쌀밥 <br/>소고기미역국 (2.5.6.15.16.18)<br/>돼지갈비찜 (5.6.8.10.13.18)<br/>진미채무침 (1.5.6.13.16.17)<br/>잡채 (5.6.8.10.13.18)<br/>배추겉절이 (9)
B10,7010057,가락고등학교,20250520,중식,쇠고기콩나물밥 (5.6.16)<br/>물만두국 (1.2.5.6.10.15.16.18)<br/>매콤돈사태떡찜 (5.6.8.10.13.18)<br/>쥐어채볶음 (5.6.13)<br/>깍두기 (9)<br/>포도 
B10,7010057,가락고등학교,20250521,중식,새우볶음밥 (1.5.6.8.9.13.18)<br/>씨앗호떡파이 (1.2.3.5.6)<br/>유부장국 (2.5.6.15.16.18)<br/>마늘닭강정 (1.2.5.6.8.12.13.15.16.18)<br/>배추김치 (9)<br/>열대과일샐러드 (1.5)
B10,7010057,가락고등학교,20250522,중식,쌀밥 <br/>볶음우동 (5.6.8.9.13.15.17.18)<br/>zero초코파이 (1.2.4.5.6.10.16)<br/>뼈없는감자탕 (2.5.6.10.15.16.18)<br/>장문뽈락구이 (2.5.6.13)<br/>총각김치 (9)
B10,7010057,가락고등학교,20250523,중식,현미밥 <br/>어묵국 (1.2.5.6.15.16.18)<br/>마라찜닭 (5.6.8.13.15.18)<br/>단호박&고구마고로케 (5.6)<br/>배추김치 (9)<br/>옥수수라떼 (2)
B10,7010057,가락고등학교,20250526,중식,쌀밥 <br/>김치찌개 (2.5.6.9.10.15.16.18)<br/>참나물겉절이 (13)<br/>버섯불고기 (5.6.10.13.18.8)<br/>꼬치없는소떡소떡 (2.5.6.10.12.13.16.18.8)<br/>깍두기 (9)
B10,7010057,가락고등학교,20250527,중식,흑미밥 <br/>쇠고기뭇국 (2.5.6.15.16.18)<br/>청경채된장무침 (5.6.13)<br/>무말랭이지 (9)<br/>닭갈비 (5.6.8.13.15.18)<br/>심쿵햄전 (1.10)
B10,7010057,가락고등학교,20250528,중식,쌀밥 <br/>육개장 (1.2.5.6.15.16.18)<br/>트러플크림떡볶이 (1.2.5.6.10.13.15.16)<br/>고구마치즈롤까스 (1.2.5.6.8.10.12.13.16.18)<br/>깍두기 (9)<br/>패션후르츠주스 (13)
B10,7010057,가락고등학교,20250529,중식,참치야채비빔밥 (3.5.6.8.13.16.18)<br/>된장찌개 (2.5.6.15.16.18)<br/>미니새송이버섯볶음 (5.6)<br/>새우꼬치&칠리소스 (1.5.6.9.12)<br/>배추김치 (9)<br/>골드키위 
B10,7010057,가락고등학교,20250530,중식,현미밥 <br/>도가니탕&소면 (2.5.6.15.16.18)<br/>미역줄기볶음 (5.6.13)<br/>제육볶음 (5.6.8.10.13.18)<br/>배추겉절이 (9)<br/>수리취우유크림떡 (2.5.10.13)
B10,7010057,가락고등학교,20250602,중식,쌀밥 <br/>한우장터국밥 (2.5.6.15.16.18)<br/>햄감자채볶음 (1.2.5.6.10.12.15.16)<br/>훈제오리고기&머스타드 (1.2.5.6.16.18)<br/>배추김치 (9)<br/>방울카프레제샐러드 (2.5.6.12.13)
B10,7010057,가락고등학교,20250604,중식,응원햄김치볶음밥 (1.2.5.6.8.9.10.13.16.18)<br/>팽이버섯장국 (2.5.6.15.16.18)<br/>시금치나물 (5.6)<br/>고추마요치킨 (1.4.5.6.13.15.16)<br/>깍두기 (9)<br/>밭에서온리얼고구마찰떡 (2.5.6)
B10,7010057,가락고등학교,20250605,중식,멸치우엉주먹밥 (5.6.8.13.16.18.2)<br/>잔치국수 (1.2.5.6.9.13.15.16.18.4)<br/>만두찜 (5.6)<br/>열무김치 (9)<br/>부추겉절이 (13)<br/>파인애플 
B10,7010057,가락고등학교,20250609,중식,쌀밥 <br/>오모가리묵은지김치찌개 (2.5.6.9.10.15.16.18)<br/>간장찜닭 (2.5.6.13.15)<br/>비름나물고추장무침 (5.6.13)<br/>에그랑땡 (1.2.5.6.10.16.18)<br/>깍두기 (9)
B10,7010057,가락고등학교,20250610,중식,투움바파스타 (1.2.5.6.9.10.12.13.15.16.18)<br/>불고기피자 (1.2.5.6.12.15.16)<br/>쌀밥 <br/>김치콩나물국 (2.5.6.9.15.16.18)<br/>블루베리샐러드 (1.2.5.6)<br/>모듬야채피클 <br/>마시는제주한라봉봉 
B10,7010057,가락고등학교,20250611,중식,계란볶음밥 (1.5.6.8.18)<br/>꼬들단무지 (13)<br/>중화깐풍육 (1.2.5.6.10.12.13.16)<br/>배추김치 (9)<br/>짜장소스 (1.2.5.6.8.10.13.15.16.18)<br/>슬러시 (13)
B10,7010057,가락고등학교,20250612,중식,현미밥 <br/>갈비완자탕&당면 (1.2.5.6.10.16)<br/>매콤돼지갈비찜 (5.6.10.13)<br/>수제해물파전 (1.5.6.9.13.17)<br/>배추겉절이 (9)<br/>바나나 
B10,7010057,가락고등학교,20250613,중식,쌀밥 <br/>부대찌개 (1.2.5.6.9.10.12.15.16)<br/>곤약메추리알조림 (1.5.6.13)<br/>피쉬앤칩스 (1.2.5.6.13.16)<br/>깍두기 (9)<br/>김자반스틱 
B10,7010057,가락고등학교,20250616,중식,수수밥 <br/>조랭이떡국 (1.2.5.6.15.16.18)<br/>계란찜 (1)<br/>마늘쫑볶음 (5.13)<br/>콩나물불고기 (5.6.10.13)<br/>배추김치 (9)
B10,7010057,가락고등학교,20250617,중식,쌀밥 <br/>강릉식짬뽕순두부국 (5.6.8.9.10.15.16.17.18)<br/>치킨치즈블럭카츠 (1.2.5.6.15.16)<br/>깍두기 (9)<br/>천도복숭아주스 (2.11)<br/>타코샐러드 (1.2.5.6.12.13.16)
B10,7010057,가락고등학교,20250618,중식,쌀국수 (2.5.6.10.15.16.18)<br/>양파초절임 (13)<br/>사모사&스프링롤 (1.5.6.8.9)<br/>배추김치 (9)<br/>반미샌드위치 (1.2.5.6.12.13.16)<br/>수박 
B10,7011169,가재울고등학교,20250519,중식,*칠분도미현미밥 <br/>*쇠고기샤브샤브국 (5.6.16)<br/>*볼어묵감자조림 (1.5.6.13)<br/>*매운돼지사태찜 (5.6.10.13)<br/>*배추김치 (9)<br/>*수제고르곤졸라또띠아 (2.5.6.12.13)
B10,7011169,가재울고등학교,20250520,중식,*찹쌀밥 <br/>*도가니탕 (16)<br/>*부추겉절이 (5.6.13)<br/>*떡쌈고기말이 (5.6.10.15.16.18)<br/>*김치전 (1.5.6.9.13)<br/>*알타리김치 (9)<br/>*조각파인애플 
B10,7011169,가재울고등학교,20250521,중식,*추가밥 <br/>*잔치국수 (1.5.6)<br/>*수제닭강정 (4.5.6.12.13.15)<br/>*배추김치 (9)<br/>*아삭고추쌈장무침 (5.6.13)<br/>*요쿠르트 (2)
B10,7011169,가재울고등학교,20250522,중식,"*칼슘강화잡곡밥 (5)<br/>*된장찌개(감자,호박) (5.6.9)<br/>*콩나물무침 (5)<br/>*쭈꾸미돼지불고기 (5.6.10.13)<br/>*볶음김치 (5.9.13)<br/>*찰도그롤 (1.2.5.6.10.12.15.18)"
B10,7011169,가재울고등학교,20250523,중식,*제육덮밥 (5.6.10.13)<br/>*콩가루배추된장국 (5.6.9)<br/>*시금치나물 (5.6)<br/>*회오리감자 (1.5.6)<br/>*배추김치 (9)<br/>*키위사과주스 (13)
B10,7011169,가재울고등학교,20250526,중식,*칼슘강화잡곡밥 (5)<br/>*바지락감자쑥국 (5.6.18)<br/>*마파두부(반찬) (5.6.10.12.13.18)<br/>*수제마늘간장돈육강정(떡) (1.2.5.6.10.13)<br/>*배추김치 (9)<br/>*사과 
B10,7011169,가재울고등학교,20250527,중식,*칠분도미현미밥 <br/>*비벼먹는짜글이찌개 (1.2.5.6.9.10.13.15.16)<br/>*삼색달걀말이 (1.2.5.6.8.10.15.16)<br/>*삼치엿장구이 (5.6.13)<br/>*열무김치 (9)<br/>*애플파이 (1.2.5.6)
B10,7011169,가재울고등학교,20250528,중식,*치킨마요덮밥 (1.5.6.13.15.18)<br/>*얼큰콩나물국 (5.9)<br/>=오이부추무침 (13)<br/>*소떡소떡 (5.6.12.13)<br/>*깍두기 (9)<br/>*복숭아주스 (11.13)
B10,7011169,가재울고등학교,20250529,중식,*귀리밥 <br/>*조랭이떡국 (1.5.6.16)<br/>바베큐닭다리살구이 (2.5.6.12.13.15)<br/>*콘치즈구이 (1.2.5.6.8.10.13.15.16)<br/>*배추김치 (9)<br/>*황도후르츠 (11)
B10,7011169,가재울고등학교,20250530,중식,*열무보리비빔밥 (9.13)<br/>*무청시래기된장국 (5.6.9)<br/>*연두부/양념장(팩) (5.6)<br/>*오징어튀김 (1.5.6.17)<br/>*깍두기 (9)<br/>*자몽에이드 
B10,7011169,가재울고등학교,20250602,중식,*찹쌀밥 <br/>*들깨새알심미역국 (5.6.9)<br/>*오븐오리바베큐&채소절임 (1.2.5.6.13)<br/>*양념꼬치어묵 (1.5.6.13)<br/>*배추김치 (9)<br/>*바나나 
B10,7011169,가재울고등학교,20250604,중식,*추가밥 <br/>*불고기버거 (1.2.5.6.10.12.15.16)<br/>*어묵우동 (1.2.5.6.9.13)<br/>*깍두기 (9)<br/>*자두드레싱 <br/>*베리주스 (13)<br/>*황도그린샐러드 (1.2.5.6.11.12)
B10,7011169,가재울고등학교,20250605,중식,*칼슘강화잡곡밥 (5)<br/>*무청시래기된장국 (5.6.9)<br/>*달걀장조림 (1.5.6.13)<br/>*파채콩나물무침 (5.6.13)<br/>*고추장삼겹살구이 (5.6.10.13)<br/>*나박김치 (9)<br/>*곡물음료(미숫가루) (5.13)
B10,7011169,가재울고등학교,20250609,중식,"*찹쌀밥 <br/>*된장찌개(감자,호박) (5.6.9)<br/>*실곤약채소무침 (5.6.13)<br/>*웨지감자버터구이 (2.5.13)<br/>*치즈함박스테이크 (1.2.5.6.10.12.15.16)<br/>*배추김치 (9)<br/>*키위 "
B10,7011169,가재울고등학교,20250610,중식,*칠분도미현미밥 <br/>*감자수제비국 (5.6.18)<br/>*볶음김치 (1.2.5.6.9.10.13.15.16)<br/>*동그랑땡 (1.2.5.6.10.15.16)<br/>*고등어고추장양념구이 (5.6.7.13)<br/>*메론슬러시 (1.2.5)
B10,7011169,가재울고등학교,20250611,중식,*추가밥 <br/>*미니빠네파스타 (1.2.5.6.10.13.16)<br/>*수제닭다리바베큐구이 (2.5.6.12.13.15)<br/>*애플그린샐러드 (1.2.5.6.12)<br/>*오이피클 <br/>*자두주스 
B10,7011169,가재울고등학교,20250612,중식,*칼슘강화잡곡밥 (5)<br/>*콩가루배추된장국 (5.6.9)<br/>*청포묵김가루무침 (5.6.13)<br/>*제육볶음 (5.6.10.13)<br/>*메밀전병 (2.3.5.6.16.18)<br/>*깻잎김치 (9)<br/>*수박 
B10,7011169,가재울고등학교,20250613,중식,*단호박카레라이스 (2.5.6.10.12.13.16)<br/>*연두부달걀국 (1.5.6.9)<br/>*오이도라지생채 (5.6.13)<br/>*치파이 (1.5.6.15.18)<br/>*깍두기 (9)<br/>*수제망고라씨 (2.13)
B10,7011169,가재울고등학교,20250616,중식,*칼슘강화잡곡밥 (5)<br/>*김치콩나물국 (5.6.9)<br/>*바베큐폭찹(앞다리) (1.5.6.10.12.13.15)<br/>리코타치즈샐러드 (2.5.6.11.12.13)<br/>*감자고로케&케첩 (1.5.6.12)<br/>*알타리김치 (9)
B10,7011169,가재울고등학교,20250617,중식,*귀리밥 <br/>*닭개장 (1.5.6.15)<br/>*숙주나물미나리무침 <br/>*쳥양떡갈비조림 (6.10.13.15.16.18.1.2.5)<br/>*섞박지 (9)<br/>*인절미오란다 (1.2.5.6)
B10,7011169,가재울고등학교,20250618,중식,*쇠고기규동 (1.5.6.7.13.16.18)<br/>*진미채조림 (1.5.6.13.17)<br/>*냉도토리묵국 (5.6.9.13)<br/>*유린기 (1.5.6.13.15)<br/>*배추김치 (9)<br/>*감귤주스 (13)
B10,7010117,강동고등학교,20250519,중식,보리밥 <br/>낙지감자수제비국 (5.6.18)<br/>고추장삼겹살구이&상추쌈 (5.6.10.13.18)<br/>백김치 (9.13)<br/>파인애플 <br/>꽃맛살샐러드 (1.5.6.8.13.18)
B10,7010117,강동고등학교,20250520,중식,참치야채비빔밥&초고추장 (5.6.13.16.18)<br/>초코칩파이 (1.2.5.6)<br/>감자양파국 (5.6)<br/>무생채 (13)<br/>카레맛가자미튀김 (2.5.6.12.13.16.18)<br/>배추김치 (9.13)
B10,7010117,강동고등학교,20250521,중식,흑미밥 <br/>오리케이크 (1.2.5.6.13)<br/>소고기미역국 (5.6.16.18)<br/>콩나물매운돼지갈비찜 (5.6.10.13.18)<br/>부추잡채 (5.6.13.18)<br/>백김치 (9.13)
B10,7010117,강동고등학교,20250522,중식,추가밥 <br/>미트스파게티 (1.2.5.6.10.12.13.16)<br/>양송이스프 (2.5.6.13.16)<br/>파인베리샐러드 (1.2.5.6.13)<br/>콘크러스트피자 (1.2.5.6.10.12.13.15.16.18)<br/>배추김치 (9.13)<br/>주스1 (2)<br/>오이피클 
B10,7010117,강동고등학교,20250523,중식,찰현미밥 <br/>경상도식쇠고기무국 (5.6.16.18)<br/>참나물무침 (5.6)<br/>궁중떡볶이 (5.6.13.16.18)<br/>맛밤함박&크림소스 (1.2.5.6.10.12.13.15.16)<br/>깍두기 (9.13)<br/>골드키위 
B10,7010117,강동고등학교,20250526,중식,추가밥 <br/>잔치국수 (1.5.6.7.9.13.18)<br/>마늘바게트 (1.2.5.6)<br/>만다린유자샐러드 (1.2.5.6.12.13.18)<br/>볶음김치 (9.13)<br/>돈까스&소스 (1.2.5.6.10.12.16)<br/>열무김치 (9.13)
B10,7010117,강동고등학교,20250527,중식,칼슘찹쌀밥 <br/>된장찌개 (5.6.13.18)<br/>야채쫄면무침 (5.6.13.18)<br/>캠핑모둠구이&상추쌈&쌈장 (2.5.6.10.15.16.18)<br/>배추김치 (9.13)<br/>주스6 (12.13)
B10,7010117,강동고등학교,20250528,중식,참치김치밥버거 (1.2.5.6.9.13.16.18)<br/>유부우동장국 (1.2.5.6.7.9.18)<br/>크림수제비뇨끼 (1.2.5.6.10.13.18)<br/>대만식지파이 (1.2.5.6.12.15.16)<br/>배추김치 (9.13)<br/>주스2 (13)
B10,7010117,강동고등학교,20250529,중식,찰현미밥 <br/>사골얼큰순대국 (1.2.5.6.10.13.15.16.18)<br/>탕평채 (5.6.16.18)<br/>참외 (2)<br/>수제오징어부추전 (1.5.6.17.18)<br/>깍두기 (9.13)
B10,7010117,강동고등학교,20250530,중식,샌드위치 (1.2.5.6.10.13)<br/>삶은달걀 (1)<br/>견과믹스 (2.4.14.19)<br/>주스 (13)
B10,7010117,강동고등학교,20250602,중식,찰현미밥 <br/>들깨순살감자탕 (5.6.8.9.10.18)<br/>김치어묵잡채 (1.5.6.9.13.18)<br/>명란떡갈비&부추양파무침 (2.5.6.10.15.16.18)<br/>백김치 (9.13)<br/>초코수리취떡 (1.2.5)
B10,7010117,강동고등학교,20250604,중식,후리가케미니밥 (2.5.6.9.13.16.18.1)<br/>냉모밀 (3.5.6.7.16)<br/>참외꿀치즈샐러드 (2)<br/>통살새우까스&칠리소스 (1.2.5.6.9)<br/>배추김치 (9.13)<br/>오란다 (1.2.5.6)
B10,7010117,강동고등학교,20250605,중식,흑미밥 <br/>조랭이떡국 (1.5.6.16.18)<br/>고구마치즈퀘사디아 (1.2.5.6.13)<br/>훈제오리야채구이&머스타드 (1.5.6.13.18)<br/>깍두기 (9.13)<br/>설레임 (1.2.5)
B10,7010117,강동고등학교,20250609,중식,칼슘찹쌀밥 <br/>쇠고기무국 (5.6.16.18)<br/>매운돈등뼈찜 (5.6.9.10.13.18)<br/>숙주오이무침 (5.6)<br/>새우볼야끼 (1.5.6.9.13.15.18)<br/>백김치 (9.13)<br/>오렌지 
B10,7010117,강동고등학교,20250610,중식,추가밥 <br/>미소장국 (5.6.8.9.18)<br/>크림카레우동 (2.5.6.12.13.16.18)<br/>수제오븐장각구이 (5.6.12.13.15.18)<br/>배추김치 (9.13)<br/>딸기슈 (1.2.5.6.13)<br/>열대과일샐러드 (1.2.5.6)
B10,7010117,강동고등학교,20250611,중식,흑미밥 <br/>참치김치찌개 (5.6.8.9.16.18)<br/>돼지갈비찜 (5.6.10.13.18)<br/>도토리묵무침 (5.6.13)<br/>부추잡채 (5.6.13.18)<br/>배추김치 (9.13)
B10,7010117,강동고등학교,20250612,중식,찰현미밥 <br/>부대찌개 (1.2.5.6.9.10.15.16.18)<br/>시금치나물 (5.6)<br/>등심돈까스 (1.2.5.6.10.12.13.16)<br/>백김치 (9.13)<br/>망고깍두기요거트 (2.11.13)
B10,7010117,강동고등학교,20250613,중식,추가밥 <br/>스팸마요덮밥 (1.2.5.6.9.10.13.15.16.18)<br/>배추된장국 (5.6.18)<br/>닭떡볶이&깻잎토핑 (2.5.6.12.13.15.16.18)<br/>깍두기 (9.13)<br/>주스2 (11.13)<br/>리코타치즈샐러드 (2.5.6.12)
B10,7010117,강동고등학교,20250616,중식,흑미밥 <br/>초코크루아상 (1.2.5.6)<br/>얼큰사골우거지국&당면사리 (5.6.8.9.13.16.18)<br/>온두부&볶음김치 (5.6.9.13.18)<br/>낙지돈불고기볶음 (5.6.10.13.16.18)<br/>깍두기 (9.13)
B10,7010117,강동고등학교,20250617,중식,보리밥 <br/>두부강된장 (5.6.10.13)<br/>해물순두부찌개 (5.6.8.9.13.17.18)<br/>반반만두찜 (5.6.13.18)<br/>배추김치 (9.13)<br/>아이스크림츄러스 (1.2.5.6)
B10,7010117,강동고등학교,20250618,중식,추가밥 <br/>계란볶음밥 (1.5.6.13.18)<br/>어묵탕 (1.5.6.7.8.9.18)<br/>마라샹궈 (1.2.5.6.9.10.12.13.15.16.18)<br/>검은깨탕수육&소스 (1.2.5.6.10.13.16.18)<br/>단무지 <br/>아이스홍시 
B10,7010117,강동고등학교,20250519,석식,추가밥 <br/>중화제육면 (5.6.10.18)<br/>달걀실파국 (1.5.6.18)<br/>중화풍오이무침 (13.18)<br/>순살간장치킨 (5.6.15)<br/>배추김치 (9.13)
B10,7010117,강동고등학교,20250520,석식,칼슘찹쌀밥 <br/>파개장&당면 (5.6.16.18)<br/>도토리묵무침 (5.6.13)<br/>깻잎들깨불백 (5.6.10.13.16.18)<br/>김치메밀전병 (2.3.5.6.10.16.18)<br/>깍두기 (9.13)<br/>쿠키 (1.2.5.6)
B10,7010117,강동고등학교,20250521,석식,칼슘찹쌀밥(도시락비빔밥) <br/>모둠어묵국 (1.5.6.7.18)<br/>볶음김치 (9)<br/>김자반(도시락) (5)<br/>멸치볶음(도시락) (5.6)<br/>찰도그 (1.2.5.6.10.12.16)<br/>스팸구이(도시락) (1.2.5.6.10.15.16)<br/>달걀후라이(도시락) (1)<br/>열무김치 (9.13)<br/>주스5 (13)
B10,7010117,강동고등학교,20250522,석식,보리밥 <br/>도토리묵냉채 (5.6.9.16.18)<br/>묵은지닭볶음탕 (5.6.9.15.18)<br/>감자전 (5.6)<br/>백김치 (9.13)<br/>주스7 (7.13)
B10,7010117,강동고등학교,20250523,석식,칼슘찹쌀밥 <br/>알배기배추국 (5.6.10.18)<br/>고추참치볶음 (5.6.13.18)<br/>들기름통두부구이 (5.6.13)<br/>깍두기 (9.13)<br/>구이김 
B10,7010117,강동고등학교,20250526,석식,보리밥 <br/>참치김치찌개 (5.9.13.16.18)<br/>안동찜닭 (5.6.15.18)<br/>샐러드핫도그 (1.2.5.6.10.12.16)<br/>백김치 (9.13)<br/>멜론 
B10,7010117,강동고등학교,20250527,석식,흑미밥 <br/>황태달걀국 (1.5.6.18)<br/>매운돈등뼈찜 (5.6.9.10.13.18)<br/>망고바나나샐러드 (13.1.2.5.6.9)<br/>새우볼야끼 (1.5.6.9.13)<br/>백김치 (9.13)
B10,7010117,강동고등학교,20250528,석식,칼슘찹쌀밥 <br/>순살감자탕 (5.6.10.18)<br/>동그랑땡&파채 (1.2.5.6.10.15.16.18)<br/>삼치데리야끼구이 (5.6.13.18)<br/>깍두기 (9.13)<br/>꿀떡 
B10,7010117,강동고등학교,20250529,석식,오므라이스 (1.2.5.6.10.12.15.16)<br/>펜네라구파스타 (1.5.6.10.12.13)<br/>유부우동장국 (1.2.5.6.7.9.18)<br/>배추김치 (9.13)<br/>요거톡 (2)<br/>케이준치킨샐러드 (1.2.5.6.12.13.15)
B10,7010117,강동고등학교,20250602,석식,추가밥 <br/>롤유부초밥 (1.2.5.6.9.13.16.18)<br/>쑥갓우동장국 (1.2.5.6.7.9.18)<br/>닭갈비&김비빔면 (1.2.5.6.12.13.15.16.18)<br/>깍두기 (9.13)<br/>꿀토마토절임 (12)<br/>양상추샐러드&키위드레싱 (1.2.5.6.12)
B10,7010117,강동고등학교,20250604,석식,흑미밥 <br/>간장묵은지비빔국수 (1.5.6.9.13.18)<br/>황태계란국 (1.5.6.8.9.18)<br/>콩나물무침(자율) (5.6)<br/>고추장삼겹살구이&깻잎무쌈 (5.6.10.13.18)<br/>깍두기 (9.13)
B10,7010117,강동고등학교,20250605,석식,삼색꼬꼬덮밥 (1.5.6.13.15.18)<br/>팽이장국 (5.6.8.9.18)<br/>감자크로켓 (1.2.5.6.10)<br/>배추김치 (9.13)<br/>주스1 (13)<br/>시저샐러드 (1.2.5.6.12.13)
B10,7010117,강동고등학교,20250609,석식,자장면 (1.2.5.6.10.13.16.18)<br/>해물짬뽕국 (5.6.8.9.13.17.18)<br/>마늘청경채볶음 (5.6.10.13.18)<br/>꿔바로우 (1.2.5.6.10.12.13.16.18)<br/>배추김치 (9.13)<br/>단무지 
B10,7010117,강동고등학교,20250610,석식,칼슘찹쌀밥 <br/>닭곰탕&당면 (5.6.15.16.18)<br/>순대야채볶음 (2.5.6.9.10.13.16.18)<br/>깻잎만두전 (1.5.6.10.15.16.18)<br/>깍두기 (9.13)<br/>주스3 (13)
B10,7010117,강동고등학교,20250611,석식,칼슘찹쌀밥 <br/>들깨미역국 (5.6.8.9.16.18)<br/>감자채베이컨볶음 (5.6.10.18)<br/>오리떡불고기 (5.6.13.18)<br/>배추김치 (9)<br/>증편 
B10,7010117,강동고등학교,20250612,석식,추가밥 <br/>참치야채죽 (5.6.13.18)<br/>수제소금빵 (1.2.5.6)<br/>갈떡갈떡꼬치&소스 (1.2.5.6.10.12.13.15.16.18)<br/>배추겉절이 (9.13)<br/>보코치니과일샐러드 (1.2.5.6.12)
B10,7010117,강동고등학교,20250613,석식,보리밥 <br/>순두부찌개 (1.5.6.8.9.10.13.17.18)<br/>간장삼겹조림&양파채 (5.6.10.13.18)<br/>수제김치전 (1.5.6.9)<br/>깍두기 (9.13)<br/>키위 
B10,7010117,강동고등학교,20250616,석식,참치김치밥버거 (1.2.5.6.9.13.16.18)<br/>유부우동장국 (1.2.5.6.7.9.18)<br/>자장쫄볶이 (1.2.5.6.13.16.18)<br/>고구마츄러스맛탕 (1.2.5.6.13)<br/>깍두기 (9.13)<br/>수제블루베리요거트 (2.11.13)
B10,7010117,강동고등학교,20250617,석식,칼슘찹쌀밥 <br/>설렁탕&소면 (5.6.16.18)<br/>오이고추양파무침 (1.2.5.6)<br/>순대야채볶음 (2.5.6.10.13.16.18)<br/>수제부추전 (1.5.6)<br/>섞박지 (9.13)
B10,7010117,강동고등학교,20250618,석식,칼슘찹쌀밥 <br/>파이 (1.2.5.6)<br/>나가사키짬뽕국 (5.6.8.9.10.13.17.18)<br/>매콤불닭볶음 (5.6.13.15.18)<br/>야끼가마보꼬바 (1.5.6.13.15.18)<br/>배추김치 (9.13)
B10,7010118,강서고등학교,20250519,중식,기장밥 <br/>부추된장국 (5.6.8.9.18)<br/>건파래볶음 (5)<br/>우불고기당면볶음 (5.6.13.16)<br/>야채비빔만두 (1.5.6.10.13.15.16.18)<br/>깍두기 (9)
B10,7010118,강서고등학교,20250520,중식,울타리콩밥 <br/>오징어무국 (3.5.6.7.8.9.13.16.17.18)<br/>두반장메추리알조림 (1.5.6.12.13.18)<br/>찹쌀탕수육&유자소스 (1.2.5.6.10.13)<br/>배추김치(포기) (9)<br/>양배추샐러드&흑임자소스 (1.5)<br/>아이스망고 
B10,7010118,강서고등학교,20250521,중식,혼합잡곡밥 (5)<br/>콩나물국 (2.5.6.8.9.13.15.16.18)<br/>돼지수육 (5.6.10.13)<br/>야채계란찜 (1)<br/>상추치커리무침 (5.6.13)<br/>배추김치(포기) (9)<br/>쌈장 (5.6.13)<br/>이온음료 
B10,7010118,강서고등학교,20250522,중식,귀리밥 <br/>사골떡국 (1.13.16)<br/>오리주물럭 (5.6.13)<br/>알감자버터구이 (2)<br/>허브소세지구이&머스터드 (1.2.5.6.10.13.15.16)<br/>배추김치(포기) (9)<br/>요구르트(앙팡) (2)
B10,7010118,강서고등학교,20250523,중식,옥수수밥 <br/>돈육김치찌개 (5.6.8.9.10.13.16.18)<br/>생깻잎지 (5.6.13)<br/>크리미어니언치킨 (1.2.5.6.15)<br/>매운어묵꼬치 (1.5.6)<br/>깍두기 (9)
B10,7010118,강서고등학교,20250526,중식,차조밥 <br/>소고기무국 (2.5.6.8.9.13.15.16.18)<br/>순대야채볶음(주) (2.5.6.10.12.13.16.18)<br/>오징어실채볶음 (5.6.13.17)<br/>야채고기말이&머스타드 (1.5.6.10.13.15.16)<br/>배추김치(포기) (9)<br/>복숭아주스 (2.13)
B10,7010118,강서고등학교,20250527,중식,보리밥 <br/>돼지고기고추장찌개 (5.6.8.9.10.13.16.18)<br/>호두연근조림 (5.6.13.14)<br/>어묵잡채 (1.5.6.13)<br/>자메이카순살치킨&양파무침 (1.2.5.6.13.15)<br/>배추김치(포기) (9)
B10,7010118,강서고등학교,20250528,중식,흑미밥 <br/>양송이스프 (2.5.6.13.16)<br/>비엔나푸실리볶음 (1.2.5.6.10.12.13.15.16)<br/>참깨소스 (5.6.12.13.18)<br/>경양식돈까스 (1.2.5.6.10)<br/>깍두기 (9)<br/>크림슨포도(적포도) <br/>크래미샐러드(오리엔탈소스) (1.5.6.8)
B10,7010118,강서고등학교,20250529,중식,흰콩밥 (5)<br/>콩가루배추국 (5.6.8.9.18)<br/>매운돼지갈비찜 (5.6.10.13)<br/>간장진미채무침 (1.5.6.17)<br/>생선마리네이드 (1.5.6.13)<br/>깍두기 (9)
B10,7010118,강서고등학교,20250530,중식,새우베이컨볶음밥 (1.5.6.9.10.13.18)<br/>모듬어묵국 (1.5.6.9.13)<br/>핫도그&케찹 (1.2.5.6.10.12.16)<br/>배추김치(포기) (9)<br/>딸기드레싱 (1.2.5.13)<br/>애플키위주스 (13)<br/>그린샐러드2 
B10,7010118,강서고등학교,20250602,중식,기장밥 <br/>근대된장국 (5.6.8.9.18)<br/>마파두부(부) (5.6.10.12.13.18)<br/>어성초옥수수전 (1.5.6)<br/>텐더치킨샐러드 (1.5.6.13.15)<br/>배추김치(포기) (9)
B10,7010118,강서고등학교,20250604,중식,수수밥 <br/>황태국 (1.2.5.6.8.9.13.15.16.18)<br/>꽈리고추멸치조림 (5.6.13)<br/>돈육고추장볶음 (5.6.10.13)<br/>소떡소떡 (2.5.6.10.12.13.15.16)<br/>배추김치(포기) (9)<br/>자두에이드 
B10,7010118,강서고등학교,20250605,중식,흑미밥 <br/>닭개장 (15)<br/>부추무침(겨자) (5.6.13)<br/>쥐포고추장볶음 (1.5.6.13)<br/>어묵잡채 (1.5.6.13)<br/>언양불고기 (2.16)<br/>깍두기 (9)<br/>바나나 
B10,7010118,강서고등학교,20250609,중식,차조밥 <br/>차돌박이된장찌개 (5.6.8.9.13.16.18)<br/>다진소고기메추리알조림 (1.2.5.6.13.16)<br/>오이부추무침 (5.6.13)<br/>새우까스 (1.5.6.9)<br/>배추김치(포기) (9)<br/>라임타르타르소스 (1.5.13)
